,entry_time,exit_time,entry_price,exit_price,profit,return_pct
0,2023-01-01 10:35:00.126474288,2023-01-01 12:25:00.148383220,44183.7111354595,43620.02745586409,-127.57725983389173,-0.012757725983389173
1,2023-01-01 14:05:00.168300431,2023-01-02 19:00:00.513864038,44379.5447329678,46278.88851237794,422.51728430445655,0.042251728430445654
2,2023-01-03 02:20:00.601499765,2023-01-11 23:10:03.144927584,45532.743174667135,65098.63768194743,4423.843072772239,0.4423843072772239
3,2023-01-12 04:05:03.203683356,2023-01-14 12:10:03.873897499,65041.90556050892,66082.00212612798,235.37065246792372,0.02353706524679237
4,2023-01-14 15:55:03.918711223,2023-01-14 23:00:04.003359369,67447.05848948522,66974.47030402163,-104.78079465572591,-0.010478079465572592
5,2023-01-15 02:35:04.046181372,2023-01-15 04:25:04.068090304,67108.80511657298,65906.17408533534,-266.1098894422121,-0.026610988944221207
6,2023-01-15 06:25:04.091990957,2023-01-15 08:00:04.110912307,66810.86796916624,66303.64768829943,-110.71442435845165,-0.011071442435845165
7,2023-01-15 08:10:04.112904028,2023-01-15 13:40:04.178630824,66724.45806617069,66200.09620953516,-113.7341942627736,-0.01137341942627736
8,2023-01-15 19:25:04.247345201,2023-01-15 20:40:04.262283109,64774.68839694415,63479.010931293255,-287.21700980513197,-0.028721700980513198
9,2023-01-16 13:05:04.458467636,2023-01-16 15:30:04.487347591,61323.61461314038,59965.571883894925,-311.62270373320644,-0.031162270373320644
10,2023-01-16 17:45:04.514235826,2023-01-17 07:00:04.672577652,60610.037011225584,60664.066803234935,12.266096665882287,0.0012266096665882287
11,2023-01-17 08:30:04.690503141,2023-01-17 16:45:04.789093335,61215.24838905714,59561.52982631537,-372.0545274368196,-0.03720545274368196
12,2023-01-17 22:10:04.853824270,2023-01-18 00:15:04.878720783,59852.196042118856,59243.04111587456,-136.3824560944413,-0.013638245609444129
13,2023-01-18 02:25:04.904613158,2023-01-19 21:05:05.414493754,60247.54636534357,59503.75799340557,-163.74879416555996,-0.016374879416555996
14,2023-01-20 01:00:05.461299199,2023-01-20 03:25:05.490179155,59820.64416703499,59510.26022258631,-67.97062813820958,-0.006797062813820958
15,2023-01-20 06:05:05.522046692,2023-01-20 20:45:05.697318147,59937.63819642892,60539.519091518996,130.86539400287802,0.013086539400287802
16,2023-01-21 04:30:05.789933177,2023-01-21 07:10:05.821800715,59082.52331838256,57923.38098300655,-258.2444272155717,-0.02582444272155717
17,2023-01-21 17:40:05.947279143,2023-01-23 09:00:06.417325317,55120.58647509207,57058.83235604425,453.7776839592989,0.045377768395929885
18,2023-01-23 14:55:06.488031416,2023-01-23 18:00:06.524878256,55721.39167132246,55271.81729730494,-107.77964236258413,-0.010777964236258413
19,2023-01-23 19:35:06.543799606,2023-01-23 22:55:06.583634027,56269.06421665908,55723.97652375927,-128.36174661803125,-0.012836174661803125
20,2023-01-23 23:35:06.591600912,2023-01-24 01:30:06.614505704,56448.03915634719,55084.55797712064,-316.9652335797291,-0.03169652335797291
21,2023-01-24 08:20:06.696166268,2023-01-24 10:30:06.722058642,54894.561220788,54524.689660426215,-86.28076195828362,-0.008628076195828362
22,2023-01-24 13:10:06.753926180,2023-01-24 16:20:06.791768880,55015.7381333499,53666.580277519264,-311.9119810466327,-0.03119119810466327
23,2023-01-24 20:15:06.838574326,2023-01-24 22:00:06.859487397,54430.755539678925,52982.04792347594,-330.2247297013764,-0.03302247297013764
24,2023-01-25 04:55:06.942143822,2023-01-25 21:10:07.136336627,52699.52388533671,53583.34897995074,202.5429951922124,0.02025429951922124
25,2023-01-26 00:00:07.170195885,2023-01-26 04:30:07.223972354,54211.02813753724,53981.627044948735,-51.962326970648064,-0.005196232697064806
26,2023-01-26 05:10:07.231939239,2023-01-26 10:30:07.295674313,55195.75789052846,54362.78731194941,-184.5283254445294,-0.01845283254445294
27,2023-01-26 11:15:07.304637058,2023-01-27 11:25:07.593436615,55570.13418973147,53458.64832308792,-457.59558745266986,-0.045759558745266986
28,2023-01-27 18:05:07.673105458,2023-02-04 04:10:09.801259431,53466.61704744893,65585.44572811334,2625.9688052305737,0.26259688052305735
29,2023-02-04 07:10:09.837110411,2023-02-05 05:25:10.103005175,65798.30268978543,64714.12712721148,-234.16463949831996,-0.023416463949831996
30,2023-02-05 09:30:10.151802341,2023-02-05 13:20:10.197611926,64909.60561388617,65080.19499129711,36.73362699197787,0.0036733626991977872
31,2023-02-05 14:35:10.212549834,2023-02-07 05:05:10.672637403,65156.58982016814,66323.68081075876,251.01925914181447,0.025101925914181446
32,2023-02-07 10:05:10.732389036,2023-02-07 14:35:10.786165505,65298.38773930682,64479.82521482524,-178.82175257937524,-0.017882175257937526
33,2023-02-08 04:05:10.947494912,2023-02-08 08:20:10.998283800,61633.49079892386,61466.02545823603,-38.27370560022064,-0.0038273705600220635
34,2023-02-08 08:40:11.002267242,2023-02-08 11:20:11.034134779,61885.783933121675,61367.477678924224,-117.65388131095096,-0.011765388131095096
35,2023-02-08 12:25:11.047080966,2023-02-08 14:00:11.066002317,62061.17351574596,61126.176025734785,-209.86912139792366,-0.020986912139792365
36,2023-02-08 15:15:11.080940225,2023-02-08 16:40:11.097869854,61979.21772148498,61551.85222853445,-94.6060019079996,-0.00946060019079996
37,2023-02-08 18:50:11.123762228,2023-02-08 21:10:11.151646323,62032.887365106115,61287.100175380474,-163.81485663842795,-0.016381485663842794
38,2023-02-08 22:20:11.165588371,2023-02-09 15:40:11.372727363,62109.73365292652,62312.28464209089,43.901781243308506,0.004390178124330851
39,2023-02-09 23:20:11.464346532,2023-02-15 05:15:12.969091808,61914.58283840876,66492.13354013977,998.5312471827801,0.09985312471827801
40,2023-02-15 06:20:12.982037995,2023-02-24 13:15:15.645964939,68250.45336202903,93970.17777969092,5465.872983285335,0.5465872983285335
41,2023-02-24 17:50:15.700737268,2023-02-24 20:35:15.733600666,95140.23171167128,92961.37365670493,-457.3492871112212,-0.04573492871112212
42,2023-02-25 00:00:15.774430948,2023-03-07 20:25:18.886495135,94323.90360030513,134491.89258959788,8309.59627909006,0.8309596279090059
43,2023-03-07 23:25:18.922346114,2023-03-08 10:55:19.059774869,136673.84174468735,136658.44291644223,-3.134716087974084,-0.0003134716087974084
44,2023-03-08 16:00:19.120522362,2023-03-12 11:00:20.208002071,141213.0350975763,150344.29376709225,1798.8827781992113,0.17988827781992114
45,2023-03-12 16:35:20.274724727,2023-03-12 19:45:20.312567428,152080.63022312726,151777.09968418203,-59.11363384880315,-0.0059113633848803145
46,2023-03-12 20:05:20.316550870,2023-03-12 23:25:20.356385291,152969.30154437345,150752.5218255916,-428.36084791799294,-0.042836084791799296
