,Open,High,Low,Close,Volume
2023-01-01 00:00:00,45069.30641065652,45686.48731774992,45031.67128031036,45507.82374976118,3192.1606276701386
2023-01-01 01:00:00,45543.132670174215,45544.82847401015,44482.890940092744,44573.18630543015,3370.4796416103063
2023-01-01 02:00:00,44502.62034694027,44546.477229363445,44206.60305495182,44288.75953753081,3021.1515276588207
2023-01-01 03:00:00,44318.72490411362,44360.58190367298,43565.90152987378,43785.8978550565,3620.6832882383555
2023-01-01 04:00:00,43833.22405593377,43920.23547650383,43495.02657935239,43886.21150820859,3986.172800834211
2023-01-01 05:00:00,43825.31839292991,44158.6478668788,43473.29733387982,44141.655320101825,3666.2391666411304
2023-01-01 06:00:00,44139.118140858205,44481.57791239444,43784.627104232764,43995.60344392018,3487.6856968219977
2023-01-01 07:00:00,43891.092732272875,44170.120536835726,43741.71185619352,43770.28941727025,3753.189200969602
2023-01-01 08:00:00,43811.36174242943,43878.935092545085,43416.44011617857,43749.26527293715,2473.4679772414374
2023-01-01 09:00:00,43785.255657295435,44028.33024646651,43426.47264794169,43978.49734237467,2735.3708505228383
2023-01-01 10:00:00,44085.06145638408,44354.303307214584,43850.3115335427,43898.806699665874,2974.4660091661767
2023-01-01 11:00:00,43761.10004384526,43966.924333404124,43648.58020222361,43742.77947084659,3315.9756501277325
2023-01-01 12:00:00,43779.070597091355,43892.62437197418,43524.32455054614,43640.899100558956,3104.7315072491037
2023-01-01 13:00:00,43887.35337706977,44477.76876400349,43700.605919228634,44463.97076166797,3491.4462597590764
2023-01-01 14:00:00,44433.46117016042,44838.53138240679,44070.581677434726,44834.55277908354,3187.5980628088964
2023-01-01 15:00:00,44920.94905389906,44930.160536659714,44481.2318446138,44607.61562333295,3739.7858267358442
2023-01-01 16:00:00,44638.496638450684,44792.76633460598,44185.95431549442,44735.92351369264,3003.961016098952
2023-01-01 17:00:00,44553.26637545206,45707.63238711043,44390.04712253637,45685.78045049709,2891.7392836212075
2023-01-01 18:00:00,45582.143370285696,45941.8174583215,45342.67228401274,45397.28423236958,2733.8830936400404
2023-01-01 19:00:00,45302.13555917597,45692.213097682004,45174.187909515604,45418.50274360024,3512.1592110950482
2023-01-01 20:00:00,45312.788352738826,45532.63961388824,45134.76083938076,45393.09866828418,3702.3581418221897
2023-01-01 21:00:00,45684.362060139116,45871.6092264437,45059.27298628578,45100.103366311014,3083.1439293196886
2023-01-01 22:00:00,45068.185822274725,45179.084351854406,44813.35681994911,44996.34559966912,3258.326685552908
2023-01-01 23:00:00,45025.46629352007,45375.437989688726,44853.30500422423,45159.15881595656,3554.6648653208886
2023-01-02 00:00:00,45199.48484304047,45448.748220126785,44886.40452951842,45393.35966687367,3621.2654893011595
2023-01-02 01:00:00,45282.736728778524,45698.19370703611,45164.60551107006,45689.64648368717,3091.0744372523914
2023-01-02 02:00:00,45805.06990957272,46535.2151614394,45801.16659148905,46475.35476754388,2981.871845022265
2023-01-02 03:00:00,46337.41349115972,46668.24665704984,46153.55370348345,46543.443960291916,3467.355660911954
2023-01-02 04:00:00,46430.506684935055,46512.68563281854,45778.89502957881,45844.656058390894,2923.374110943605
2023-01-02 05:00:00,45748.137806532446,46131.832346996365,45699.94680038723,45832.3716179867,3562.2551465129013
2023-01-02 06:00:00,45906.071883885226,46355.42289394486,45865.96925048011,46234.40457694311,3638.2309380936
2023-01-02 07:00:00,46437.994579158076,47256.829309448396,46426.22768071502,46556.48932210683,3862.987768241155
2023-01-02 08:00:00,46452.78949161787,47045.17437830143,46393.72139701398,46974.25334566229,3580.333335155686
2023-01-02 09:00:00,46735.18241217543,47128.76132655666,46572.498940362624,46660.88607484358,3605.7424246335004
2023-01-02 10:00:00,46680.05842144715,47081.79917636117,46419.48331490525,47032.87242508778,3821.8440459561225
2023-01-02 11:00:00,47325.99275146275,48108.89012495229,47259.75763430959,47389.53512413137,2829.4009334128145
2023-01-02 12:00:00,47353.603406956805,48039.67377027992,47149.5965862265,47231.55154165845,2745.385448080245
2023-01-02 13:00:00,47049.076763892685,47303.2597938229,46566.92860667296,46737.54916964288,2974.584356792328
2023-01-02 14:00:00,46724.8790369683,46785.93416772291,46289.905028743255,46716.03106766033,2910.7444763037515
2023-01-02 15:00:00,46644.01814493411,47112.72322149231,45986.86988083827,47112.132731042155,3379.494720244679
2023-01-02 16:00:00,47096.40892603328,47157.04824350351,46149.12269525816,46806.06038025437,2898.610793655402
2023-01-02 17:00:00,46819.264600311195,47046.95974313102,46493.96211554769,46802.02233257819,3212.963825255464
2023-01-02 18:00:00,46713.00826954312,46795.181278125085,46102.961645423915,46253.39369675322,3052.8977725357054
2023-01-02 19:00:00,46325.21372610404,46416.84264077811,45529.521289603465,45590.80893142552,2750.0896434989168
2023-01-02 20:00:00,45628.61134872562,45733.17308460524,44935.61736983256,45023.11454539431,3019.742353703741
2023-01-02 21:00:00,45138.24208618016,45283.48036961711,44774.42228414798,44842.884721409086,2810.2847272371446
2023-01-02 22:00:00,45002.22701475737,45372.389028366335,44878.73802851111,45316.18611594845,3536.8447052140227
2023-01-02 23:00:00,45481.75522623979,45501.07866848975,44630.142509702346,44791.40053164137,3171.0778636419495
2023-01-03 00:00:00,44825.300619797934,45406.869953624904,44696.108025375535,45169.5831725084,2305.4392109093974
2023-01-03 01:00:00,45284.35941984656,45381.61017893012,45064.390544052076,45140.54695553345,3577.021414947334
2023-01-03 02:00:00,45245.316623464685,45772.206926099876,45072.80624812047,45524.64335436904,3775.3517456023255
2023-01-03 03:00:00,45565.156002127624,46441.5609581589,45390.90352433913,46401.05802671841,3464.7782824267374
2023-01-03 04:00:00,46625.154714950004,46651.416839915655,46067.48723033964,46106.96418420308,4089.207456571039
2023-01-03 05:00:00,46223.13122230895,46279.53099049303,45365.340296305316,45391.576265196076,3646.4486838733833
2023-01-03 06:00:00,45362.39839698863,46115.8694614082,45353.904922005386,46066.73241689981,3246.536015580536
2023-01-03 07:00:00,45989.75555101457,46015.33861126478,45566.47117768887,45617.365817015656,3310.767435478496
2023-01-03 08:00:00,45572.74916928616,45829.32976588771,45065.493061685804,45574.831868686946,3068.752326886464
2023-01-03 09:00:00,45410.01580204349,45845.98952406984,45391.090148484334,45689.57048083355,3649.433992134234
2023-01-03 10:00:00,45736.55759247517,45779.38176643169,45145.076717572534,45406.79730091533,3418.659337653523
2023-01-03 11:00:00,45125.466400924604,45594.09508614407,45101.551046077126,45499.38267408344,3347.428807426847
2023-01-03 12:00:00,45543.672014628886,45602.34331091437,45012.157758030036,45015.22149034713,3419.6122068477484
2023-01-03 13:00:00,45072.60501608925,45667.291057649905,44813.08822029876,45094.274952752865,3511.4366082415336
2023-01-03 14:00:00,45166.56004110292,45244.697009276126,44281.012324966614,44672.37395293642,3350.9045662773406
2023-01-03 15:00:00,44740.72061687156,45386.82114438394,44623.469817763515,45332.846396338966,2781.7450480051743
2023-01-03 16:00:00,45249.84643468001,45841.75399934015,45206.81250945321,45570.692309936385,3421.9068652471706
2023-01-03 17:00:00,45597.26471746198,46005.151179488006,45312.36572189322,45825.86971457278,4201.725437989009
2023-01-03 18:00:00,45865.49701729015,45998.31154405353,45529.64473668605,45814.090590668304,4005.525766990931
2023-01-03 19:00:00,45756.66314662317,46054.318814946375,45619.2271878598,45829.38037334062,3463.4259332077813
2023-01-03 20:00:00,45868.38808699926,46944.666118467474,45791.88961066723,46854.61829236517,3471.461696000627
2023-01-03 21:00:00,46797.897944500255,46820.560786013186,46130.5091000212,46430.87460088413,3868.2563148339577
2023-01-03 22:00:00,46426.30621471367,46913.36502263699,46358.386182387694,46588.0672848832,2535.342765467237
2023-01-03 23:00:00,46501.31278512702,47055.96801338097,46457.43559726675,47055.95182492175,3194.8388239500773
2023-01-04 00:00:00,46971.79855721812,47455.574052909586,46893.79883002808,47218.18087049096,2394.9198838451794
2023-01-04 01:00:00,47147.21978771899,48178.878223704436,47094.20817886266,48127.8720595877,2912.838163855267
2023-01-04 02:00:00,48215.5593335595,49451.0467557669,48150.117629339846,49274.51115641857,3611.9677763158516
2023-01-04 03:00:00,49331.47347318979,49880.19526327565,49230.421964577945,49841.24988204142,3229.4488012549823
2023-01-04 04:00:00,49881.03072802452,50497.76089121682,49832.02406633346,50174.84331677765,3435.994929450853
2023-01-04 05:00:00,50357.23589103113,50567.45488719632,49954.576495047164,49991.576384449145,3126.4461311401506
2023-01-04 06:00:00,49840.91684811668,50299.551962045836,49705.198823845545,49729.96634821681,3580.807726894002
2023-01-04 07:00:00,49725.65187335629,50296.37012899286,49546.989378769686,50261.475826330054,4191.132266303358
2023-01-04 08:00:00,50360.90148349571,51141.12297850148,50326.97911766042,50793.79293019365,3879.511636133595
2023-01-04 09:00:00,50924.43104290648,50954.79818195363,49787.70732095481,49966.42257982469,3251.0676424026233
2023-01-04 10:00:00,49968.380882982005,50261.70577964772,49510.86303933226,49543.14776620977,3127.378110609126
2023-01-04 11:00:00,49812.81407130916,50655.66521992476,49752.3783932171,50592.17355444511,3179.9529009648245
2023-01-04 12:00:00,50754.000622506755,51490.54278352202,50645.75289526315,51279.75240480274,3209.763124707138
2023-01-04 13:00:00,51362.7490155477,52114.50428021295,51212.17772797785,51624.68518270544,3393.2810360483195
2023-01-04 14:00:00,51689.09572103104,52138.642461040814,51455.70415185984,52117.238253874275,2605.081542139681
2023-01-04 15:00:00,52092.85354142654,52669.45447834941,52050.013932659924,52451.70939432054,4274.855169044259
2023-01-04 16:00:00,52450.3109156738,52812.47118735561,51726.56790816083,52014.139755543954,4052.7551628223973
2023-01-04 17:00:00,51943.759235585116,52197.29641919393,51633.89215911702,52038.7978679625,3794.264798901467
2023-01-04 18:00:00,51986.96949400985,52572.996014183904,51826.04268814502,52472.19240925322,3221.98295075303
2023-01-04 19:00:00,52589.356971122805,52831.89094884686,52266.4567666313,52629.13244585066,3244.0453304355638
2023-01-04 20:00:00,52806.73200318183,53126.61829843393,52460.227127212456,53106.847388035225,3654.50717787411
2023-01-04 21:00:00,53492.41620449045,54265.96499065662,53432.306017469666,54006.12418137308,3012.2228023628695
2023-01-04 22:00:00,53998.43289704948,54947.04932924988,53943.10596649958,54862.356589265604,3536.8036043135517
2023-01-04 23:00:00,54816.12460200721,55158.27680048582,54157.82746199801,54230.95397543875,3782.649317827736
2023-01-05 00:00:00,54129.711007744474,54856.20147319156,53876.92463618018,54202.43429747886,3583.356691536137
2023-01-05 01:00:00,54371.421839160386,55590.31823146475,54365.76560042113,55367.34034850104,3160.9031043396876
2023-01-05 02:00:00,55088.905167137855,55208.0293628802,54595.35226100159,54700.43577062629,4134.475531296494
2023-01-05 03:00:00,54793.4350609544,54794.219317848656,54099.40077039164,54573.76934375903,3108.698270966648
2023-01-05 04:00:00,54596.9999515973,54722.31265257745,54146.536656246564,54195.830915967636,3049.448284977651
2023-01-05 05:00:00,54081.73667143266,54601.57905846341,54035.55098179674,54587.12517791604,3831.952554858365
2023-01-05 06:00:00,54559.511572287694,55412.38537668306,54459.98888916765,55300.580046007926,3084.1825223147075
2023-01-05 07:00:00,55581.67855949648,55907.15611139522,55039.40746520379,55088.31555704481,3009.3996396343173
2023-01-05 08:00:00,55129.70658906722,55186.741412016745,54687.949761499905,55047.13043090265,2854.3462294393926
2023-01-05 09:00:00,55142.085670554196,55298.98955384679,54606.765124827216,55110.2518764976,2707.768782906273
2023-01-05 10:00:00,54932.41449432436,56008.07260873952,54838.69736191402,55837.92634131041,3028.0831469891805
2023-01-05 11:00:00,55709.054172824806,55771.76921555152,54726.31635592113,55365.36128602948,3631.348714988958
2023-01-05 12:00:00,55520.78455868412,55756.339317835525,55339.85582467834,55442.13066030256,3327.081064573823
2023-01-05 13:00:00,55625.51585836842,56293.33060197003,55550.05126910415,55612.29265359843,3059.5525774486405
2023-01-05 14:00:00,55624.52456483765,55879.83582555429,55092.470848445446,55667.571871825196,3102.4253651134654
2023-01-05 15:00:00,55634.70971134467,56022.60932236973,55625.18702995568,55992.38934566681,3424.5003494737707
2023-01-05 16:00:00,56154.69237970335,56252.48792438829,54568.21714741124,54595.284386342784,3671.7778665905703
2023-01-05 17:00:00,54508.54703757169,54643.531236017436,54249.08495847199,54354.81976672363,3436.2236045185264
2023-01-05 18:00:00,54285.25392710406,54501.69881088947,53894.46113988597,54396.33682442568,3406.5477856426774
2023-01-05 19:00:00,54509.68669338499,55468.66471358515,54350.30798535093,55200.09770097417,2978.2167683183998
2023-01-05 20:00:00,55536.27522417931,55595.45197194261,55066.70471770023,55494.01175609104,2809.8258750361674
2023-01-05 21:00:00,55662.61050263604,56320.65166899633,55290.60613338219,56284.27140740179,2757.4980939164593
2023-01-05 22:00:00,56296.71244755864,57055.20585603139,56242.26628237689,56434.29899503355,3974.2063905097384
2023-01-05 23:00:00,56399.66183054178,57205.120581011455,56328.19140528304,57080.30718277764,3031.78749681068
2023-01-06 00:00:00,57196.67359746051,57786.89173398486,57016.56810486514,57766.477662945574,3700.9241563992828
2023-01-06 01:00:00,57811.08837632434,58620.26501457317,57706.760260325565,58201.214701228906,2084.1248996715985
2023-01-06 02:00:00,58102.76325214042,58715.32543354158,58100.3722959201,58523.37518545273,3848.4808159150693
2023-01-06 03:00:00,58505.06647257512,58893.963244893595,58265.956848389,58315.19708665925,3343.934682262045
2023-01-06 04:00:00,58051.2060005016,60150.025162869715,57978.830251656,60084.11187632374,3381.4797585914707
2023-01-06 05:00:00,60227.41748385928,60572.06988315199,59873.64680180901,60238.30374138131,3253.902246520788
2023-01-06 06:00:00,60111.77517453716,60637.94478560542,59672.83021932266,60416.129021027744,3168.306353664811
2023-01-06 07:00:00,60351.687949661966,61228.18860547824,60237.71043097283,60271.493889303754,2225.079539258706
2023-01-06 08:00:00,60367.373801052214,60403.69806926653,59512.76194493418,59952.42880612362,3221.343640228779
2023-01-06 09:00:00,60093.211547612824,60437.24861856681,59874.22251016551,60249.16413772584,3629.8646720868887
2023-01-06 10:00:00,60248.31451105959,60285.53645357995,59555.75499009453,59594.57698022331,3093.115073686012
2023-01-06 11:00:00,59650.040091432296,59682.643766439134,59136.360711179106,59229.751430139484,2679.367462959036
2023-01-06 12:00:00,59308.90900188215,59531.44348689795,58134.43487906599,58231.85261284621,3813.80573223356
